,L1,L2,L3,L4,Counterion,Abbreviation_in_the_article,IC50Dark(M*10^-6),IC50Dark_standard_error(M*10^-6),IC50Light(M*10^-6),IC50Light_standard_error(M*10^-6),Excitation_Wavelength(nm),Irradiation_Time(minutes),Irradiation_Power(W*m^-2),Cell_line,Time(h),DOI,Year,Comments
222,[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,3,2.4,0.5,,,,,,SGC-7901,48.0,10.1016/j.jinorgbio.2019.110822,2019,
223,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,1,15.4,2.2,,,,,,HepG2,48.0,10.1016/j.jinorgbio.2019.110822,2019,
224,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,2,5.7,0.8,,,,,,HepG2,48.0,10.1016/j.jinorgbio.2019.110822,2019,
225,[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,3,17.3,2.7,,,,,,HepG2,48.0,10.1016/j.jinorgbio.2019.110822,2019,
226,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,1,12.8,1.6,,,,,,NIH-3T3,48.0,10.1016/j.jinorgbio.2019.110822,2019,
227,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,2,11.4,2.0,,,,,,NIH-3T3,48.0,10.1016/j.jinorgbio.2019.110822,2019,
228,[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,3,5.1,0.7,,,,,,NIH-3T3,48.0,10.1016/j.jinorgbio.2019.110822,2019,
229,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir1,9.05,0.9,,,,,,GSC-3#,72.0,10.1016/j.jinorgbio.2019.110909,2020,
230,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir1,5.26,0.55,,,,,,GSC-12#,72.0,10.1016/j.jinorgbio.2019.110909,2020,
231,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir1,7.14,0.75,,,,,,GSC-18#,72.0,10.1016/j.jinorgbio.2019.110909,2020,
232,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir1,20.58,2.1,,,,,,U-87 MG,72.0,10.1016/j.jinorgbio.2019.110909,2020,
233,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir1,20.66,2.23,,,,,,U251,72.0,10.1016/j.jinorgbio.2019.110909,2020,
234,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir1,29.44,3.0,,,,,,HAC,72.0,10.1016/j.jinorgbio.2019.110909,2020,
235,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir1,28.71,2.87,,,,,,HEK293T,72.0,10.1016/j.jinorgbio.2019.110909,2020,
236,[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir2,7.55,0.8,,,,,,GSC-3#,72.0,10.1016/j.jinorgbio.2019.110909,2020,
237,[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir2,5.4,0.5,,,,,,GSC-12#,72.0,10.1016/j.jinorgbio.2019.110909,2020,
238,[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir2,8.8,0.78,,,,,,GSC-18#,72.0,10.1016/j.jinorgbio.2019.110909,2020,
239,[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir2,31.04,3.2,,,,,,U-87 MG,72.0,10.1016/j.jinorgbio.2019.110909,2020,
240,[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir2,27.15,2.8,,,,,,U251,72.0,10.1016/j.jinorgbio.2019.110909,2020,
241,[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir2,27.87,2.52,,,,,,HAC,72.0,10.1016/j.jinorgbio.2019.110909,2020,
242,[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir2,26.25,2.65,,,,,,HEK293T,72.0,10.1016/j.jinorgbio.2019.110909,2020,
243,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,1,3.3,0.2,,,,,,A549,48.0,10.1016/j.jinorgbio.2021.111465,2021,
244,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,1,1.0,0.06,,,,,,SGC-7901,48.0,10.1016/j.jinorgbio.2021.111465,2021,
245,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,1,2.8,0.5,,,,,,HeLa,48.0,10.1016/j.jinorgbio.2021.111465,2021,
246,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,1,1.6,0.03,,,,,,HepG2,48.0,10.1016/j.jinorgbio.2021.111465,2021,
247,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,1,3.5,1.3,,,,,,NIH-3T3,48.0,10.1016/j.jinorgbio.2021.111465,2021,
248,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,2,1.9,0.3,,,,,,A549,48.0,10.1016/j.jinorgbio.2021.111465,2021,
249,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,2,0.6,0.1,,,,,,SGC-7901,48.0,10.1016/j.jinorgbio.2021.111465,2021,
250,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,2,2.1,0.3,,,,,,HeLa,48.0,10.1016/j.jinorgbio.2021.111465,2021,
251,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,2,1.2,0.1,,,,,,HepG2,48.0,10.1016/j.jinorgbio.2021.111465,2021,
252,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,Clc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,2,2.3,0.1,,,,,,NIH-3T3,48.0,10.1016/j.jinorgbio.2021.111465,2021,
